Review,Sentiment Scores,Compound Score,Sentiment Label
"Exactly the same experience  as the previous reviewersNo customer service whatsoever,  ordered item 27/11/22 still not arrived. UPS site not updated . They also reported the wrong address had been put on label by the company although I supplied my correct home address. I have called 6 times emailed 7 times with absolutely no response whatsoever. It is shameful. Live chat never responds. UPS I have called 6 times .I suspect they have a crate full of lululemon misaddressed packages .I just want a refund but since I cannot contact them how is this ever to be achived ???They are a disgrace and I advise anyone NOT to order from them on line .","{'neg': 0.114, 'neu': 0.876, 'pos': 0.011, 'compound': -0.8803}",-0.8803,Negative
"Terrible, terrible customer service. As a fellow Canadian and a lover of Lululemon, my opinion of the brand has forever changed after my horrible experience with customer service at Lululemon EU. No responses to chats, no responses to email, refund has not been issued, products on the website are cancelled. Overall, one of the worst online shopping experiences ever.","{'neg': 0.277, 'neu': 0.671, 'pos': 0.052, 'compound': -0.9371}",-0.9371,Negative
"Awful experience, order never arrived, no refund, avoid. I spent an hour trying to speak to customer services without success. Sent two emails and no reply. Called UPS twice to update delivery address as they had incorrect details and still no delivery.","{'neg': 0.168, 'neu': 0.716, 'pos': 0.116, 'compound': -0.5475}",-0.5475,Negative
"The order edit and return policies are terrible. I received someone else’s order which included their name, address, email, & phone on the order slip. It took me FOUR hours to finally get a person to talk to. I have to reorder the pants I didn’t receive and wait for a refund to be issued. I was instructed to call customer service again in a week to see if the remainder of my order has been processed so I can again ask for a refund of the item I never received. I have had several horrendous experiences with Lululemon. This will be my last.","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.7845}",-0.7845,Negative
"Terrible customer service. My order has never arrived and I've tried every method - call, live chat and email and not been able to get through to anyone. I'm writing this having now waited 20 minutes on the phone with no one picking up. This company is terrible and if I could give it zero stars I would.","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.8126}",-0.8126,Negative
"I was a regular customer of Lululemon, but after my recent experience, I think I will shop with Sweaty Betty instead. My online order has gone through twice, for some unknown reason and I have been charged twice. I tried to cancel one of the orders right away but it didn't work. I contacted them via chat, telephone and email, and no one has responded. I am now being sent the same order twice - which I will automatically return. But what a waste of time, delivery, money etc, when if they'd ACTUALLY PROVIDE SOME CUSTOMER SERVICE, it could have been cancelled right away and resolved. For the amount of money you spend, you expect good customer service, but Lululemon don't seem to have ANY!","{'neg': 0.11, 'neu': 0.843, 'pos': 0.046, 'compound': -0.7959}",-0.7959,Negative
The most horrendous service that anyone could imagine. I received a product in damaged condition and they agreed that I can return it but they make it impossible for me to return it by not providing me with a return shipping label despite their promises and refusing to communicate with me.,"{'neg': 0.199, 'neu': 0.772, 'pos': 0.029, 'compound': -0.8509}",-0.8509,Negative
Ordered a jacket costing over £350 two weeks ago never arrived - received email 2 days ago from lululemon to advise it was at their warehouse did I still want it (?)) replied & no answer - Live chat doesn’t get answered you can’t speak to anyone over the phone - when you read the reviews it’s the same poor customer service issues - really disappointed,"{'neg': 0.136, 'neu': 0.844, 'pos': 0.02, 'compound': -0.8122}",-0.8122,Negative
"I have always been a huge fan of the products from Lululemon with half of my wardrobe stocked with things from them. However, unless you are shopping in store, in which case, the experience has always been pleasant, do not bother. Their online shopping experience has been the complete opposite of what you get in store, for a luxurious brand. As many people have mentioned, the customer service is atrocious - a waste of time and useless. All they do is respond with generic copied, pasted answers advising that orders are still within their delivery guidelines, and if it does not arrive by then, to get back in touch and you start the whole thing again. I had multiple emails sent to me mentioning a delivery was meant to happen between certain hours on the day, stayed in and nothing was delivered. The same thing happened the next day, and when I called UPS, they advised to get in touch with Lululemon but surprise - customer service was completely useless. Avoid any online orders if you can, unless you are not fussed about waiting for awhile, and getting spammed with emails on a delivery for that day, only to receive nothing.","{'neg': 0.053, 'neu': 0.892, 'pos': 0.055, 'compound': -0.3715}",-0.3715,Negative
"No minus stars available but Lululemon deserves that. Useless website, useless customer service, just useless.","{'neg': 0.536, 'neu': 0.464, 'pos': 0.0, 'compound': -0.9136}",-0.9136,Negative
I get unsolicited junk emails from LLL and there's no unsubscribe button in the email?  I email customer service and they tell me it will take thirty days to review my request???????  What's wrong with these people?,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.7399}",-0.7399,Negative
"Made an order and it was never picked up from the warehouse for delivery. I had to call them on two separate occasions to find out they have no idea what happens in the warehouse and was refunded and told that even if I reorder there's a good chance of the same thing happening again. They have probably the worst customer service of any company in the US that I've interacted with and no control over their own warehouses. I was dumb enough to make a second order only to be sent an email a few days later that one of my 2 items is out of stock and won't be arriving and that shipping was delayed up to 9 more days (that's assuming it ships this time). From the way the support lady spoke, they know perfectly well that they have huge problems but they just don't care","{'neg': 0.095, 'neu': 0.833, 'pos': 0.072, 'compound': -0.5487}",-0.5487,Negative
"I bought a pair of WUNDER TRAIN HIGH-RISE TIGHT  on  August 10th. I put them on for the 1st time today. The middle seam is unravelling, makes you wonder about the quality control. Waited 15 minutes for a Lululemon customer service agent (Tina) who asked if I the tags were still on, (I am not in the habit of wearing tags on my clothes!!!). She advised I would need to fill in a form for a defective item and then the review team would “reach out” to me in approximately 14 days with their decision as to how to move forward.  This is totally unacceptable since they are the ones that lack quality control which is non existent.I will hesitate to purchase from them again and take my $600.00 that I normally spend with them yearly and purchase from a different retailer.","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.8877}",-0.8877,Negative
"They used to be good....A few years ago I bought their leggings, but this last pair I bought was garbage. They fell apart almost immediately and when I contacted customer service, they didn't seem to care at all.I think I'll have to switch brands.","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.5334}",-0.5334,Negative
"Do not shop with Lululemon, especially from the UK. Incredibly poor customer service and shipping/refund practices. Could not trace an order delivered to the wrong address for 4 working days minimum when most companies can trace their shipping within minutes. When I asked about making a complaint I was told someone would contact me by email in 1-3 days. I was not offered a refund or replacement and will not be offered any resolution for 4 days. Slow and chaotic service. Not worth ordering from them if anything goes wrong.","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.9399}",-0.9399,Negative
"Terrible customer service. I returned a package with 3 items, which was apparently received empty. Lululemon refused to refund or instruct an investigation through the shipping company (UPS). UPS told me that Lululemon are their customer, and Lululemon would have to instruct and cooperate with them during the investigation. I have CCTV evidence of the package being full when my partner dropped it at the desk of the UPS parcel shop, but Lululemon are acting like I have intentionally returned an empty package. A customer service agent hung up on me and told me not to contact them again the last time that I called for an update, and since then they have stopped responding to emails requesting external dispute resolution.  It is my understanding that they should have refunded and then sought compensation from UPS, if indeed the package was actually empty upon receipt, as they claim.","{'neg': 0.101, 'neu': 0.877, 'pos': 0.021, 'compound': -0.8442}",-0.8442,Negative
"Disgusting customer service! I have purchased some leggings that I’ve returned. It was not how it was described and I didn’t like it. I’ve requested a return label which they sent me and I sent it back all in order.. They’ve sent me a notification with tracking number and a message that the return has  been received and they will issue a refund. Ok that was a month ago. I’ve reached out and they said they have no record of my return. I’ve provided to them all the information they asked for including screenshots of all the proof of them sending me RTA numbers, they receiving my return, yet they keep coming back to me to asking the for the same info. Shame on them! Trying to steal $98 from a customer that had purchased probably tens of thousands of $ worth of goods through the years from them.They call their customer service Customer Educators, they need to be educated themselves of how to service customers. They should be a shamed of their self’s.","{'neg': 0.09, 'neu': 0.858, 'pos': 0.052, 'compound': -0.8684}",-0.8684,Negative
"Purchased running shorts online which stretched within a few weeks. 3 months of ""customer service"" and no decision from Lululemon except to say I have to go in-store - nearest store is a 3 hour drive away. Worst customer service ever and poor quality items. Don't bother buying.","{'neg': 0.19, 'neu': 0.769, 'pos': 0.041, 'compound': -0.8108}",-0.8108,Negative
"One of the worst after sale service I have ever experienced.Bought a bag which did cost almost 150€ ,after 2 months the bag zip started to get damaged and with time got much bigger and clearly was a manufacture defect.Went there after a year and few months to buy a short and asked the guy behind the counter about the bag and he asked me to bring it and that he’ll find a solution for me.Went there the next day with the bag ,at first the girl told that the bag has only two years of warranty ,I told her still a few months till it’s 2 years.Then she asked me to wait for her colleague and she told me that I had to come within 6 months of the purchase date ,I told her that I’ve just told that the warranty two years and then she said yeah but it’s too late now ,we don’t have the same product any more and she advices me to contact the company online and that they most probably they’ll send me to the shop again ,but I have to tell them that I’ve been  in the shop already so like she’s telling me don’t come back to us even if they send you to us again.At the end of the conversation ,and after 5 tries of sending me back home with the broken bag, I was told that the bag zip is not included anyway in the warranty by law.!!!!So annoying that ,when you want to buy the products you’ll be welcomed ,but when you come back for a reclamation they’ll try to find any reason to no reclaim you.I see no difference so far from the fast fashion companies regarding service.Never again…..!!!","{'neg': 0.064, 'neu': 0.889, 'pos': 0.047, 'compound': -0.7879}",-0.7879,Negative
"Horrible customer service. My online purchase was cancelled after 5 days with no explanation.  Whats more crazy is the fact that I received an email from them announcing that my item was ready to be shipped out?! And to expect a confirmation email with a tracking code.  How was it ready to be shipped out even if it wasnt in stock? So i email them for clarifications? A week later I receive an email to say the item was not in stock.  No “we are sorry” no apology even, nothing, so rude and dissmisive.  A day later they send me an email asking for a copy of my card and a bank statement with the address showing for future purchases _I_  I do not recommend anyone to purchase their items online. Better go to a store. They have garbage reps behind computers who dont know the first thing about communicating with customers.","{'neg': 0.099, 'neu': 0.812, 'pos': 0.089, 'compound': -0.3455}",-0.3455,Negative
"Placed an order online and received a notification that it would ship in separate packages. After a couple of weeks, I still hadn't received the full order. I tried to reach out to customer service but their online messaging and phone lines were ""down for upgrades"". By the time I could reach them, they said they couldn't help me because it had been over 30 days since the item had been received.1) the item was never received, so couldnt be over 30 days2) I tried several times to reach out earlier and could not get throughTheir products are already expensive, and apparently they may never arrive - order online at your own risk.Never got my money back, or the item I ordered and PAID FOR.","{'neg': 0.024, 'neu': 0.948, 'pos': 0.028, 'compound': -0.3689}",-0.3689,Negative
Horrible customer service terrible quality.,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.765}",-0.765,Negative
"Ordered leggings for my granddaughter. Arrival date came and went, no pants. Sent several emails asking status. Canned responses with no action. 2 weeks later they finally send a brief email that they made an error in shipping and are refunding my card.  Still no pants. Terrible customer service.","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.886}",-0.886,Negative
"Terrible customer experience. I have ordered one time from Lululemon and the package was not received by me. The tracking from the carrier shows as delivered, but it was never received by me. I did not sign the delivery slip nor provided an ID number for the delivery. I have tried to make them aware of the situation so that they can followup with the carrier and request an inquiry, but they just don't care and claim that I should just follow up with my bank. My bank has reached out to them, and they keep insisting that the package was delivered. So I am left without my purchase and without my money. The customer service is just oblivious to the situation, and they keep insisting that it is my problem. Excuse me?? You have FAILED to fulfil the terms of the agreement. YOU never delivered the package to me. I don't know who you gave the package to, but most definitely was not me. It is really aggravating and infuriating that I am just without any alternative to contest this situation. Please, do not purchase from this seller. I wish I would have visited this website prior to buying from this seller and spending my hard earned money. Do not make the same mistake i made.","{'neg': 0.117, 'neu': 0.803, 'pos': 0.081, 'compound': -0.8909}",-0.8909,Negative
"To date, I have placed three orders. Every order has gone wrong. My first order came with security tags attached. It’s a very common problem for security tags to come attached to orders, apparently. I am a remote person without a car. I can’t just go into a store and I think it’s crazy that they expect people to do that. I received a $30 gift card for my trouble and decided to remove the tag from my $100 bra myself which now has a huge hole in the side. I chalked it up to bad luck and decided to try again.My second order I placed stayed “processing” for 10 days. I finally called and they said that it had never been touched. Yet again, another $30 gift card was given. THEY DO NOT STACK.Here’s the kicker…On clothing that is around $100 per piece, $30 really isn’t going to do much. This is 100% a sales tactic and means of accepting poor order fulfillment/service as part of their company culture, while still getting customers to spend with them. They’ll give you $30 all day long. But they don’t stack and you can’t actually buy anything with it, unless you pay them more.I waited for 10 days for the funds to return on my card, then I placed another order. Today, I found two holds — but I had only placed one new order. After an hour with customer service today, we finally found they had re-tried my card after the fact, and still never shipped my order. This added an additional 3-10 days on the funds holding clock. I have now waited 18 days and still have not been returned my money from the order I placed. They literally can’t give me my money back, either. I just have to wait. Because it’s a hold and not a charge.NEVER ordering from this company again.","{'neg': 0.045, 'neu': 0.913, 'pos': 0.042, 'compound': -0.1875}",-0.1875,Negative
"Beautiful premium products with awful customer service.  They lost a product of mine in the post, had my money but told me it would take 6 days to investigate!! then said they would not refund me or send out another item.  I could not believe their attitude. I asked to speak to someone, they said it would take 24-48 hours, you can guess that this never happened.  I contacted them on day 3 and 5 to find out what was going on.  I was told on day 5 that the product was lost and I would get a refund, there was no interest in my complaint, they did not offer a goodwill gesture, nothing.  I will NOT be buying from them again.  Lululemon you need to sort out your appalling service.","{'neg': 0.121, 'neu': 0.83, 'pos': 0.049, 'compound': -0.8217}",-0.8217,Negative
"worst customer service and delivery service! every single time i order online lululemon for some reason they pass on the wrong address even though they have the correct address on there system. i wait home for a package that never arrives! this is not a one off miss take and it’s extremely frustrating.   DO NOT ORDER ONLINE! but also don’t bother look for stock in store, that’s a mission in itself","{'neg': 0.146, 'neu': 0.837, 'pos': 0.017, 'compound': -0.8573}",-0.8573,Negative
"Completely rubbish customer service. FedEx claims that they delivered my order to Newcastle, DE, whereas my address is Wilmington, DE. It has been a week that Lululemon.com did not reply the customer service e-mail. To reach the live chat or emergency phones is a pain by itself. And after reaching you can not contact a single living organism because of hours long waiting times.Biggest failure in online shopping till now. I am not sure how I will get my 68$. It is highly possible that it will be a paid lesson.","{'neg': 0.12, 'neu': 0.849, 'pos': 0.031, 'compound': -0.8505}",-0.8505,Negative
"Absolutely the Worst service!!!  On the phone for over an hour and a half.  Wrong order number,wrong name on order.   Had no idea how to help me.  Call back next week he said.     How do I get help!!   I want my order.","{'neg': 0.215, 'neu': 0.653, 'pos': 0.133, 'compound': -0.7308}",-0.7308,Negative
I gave Lululemon a terrible review last year for their disastrous shipping and customer service and they have done it again! I’ve just had an email telling me that the items I’d ordered for Christmas for my husband had arrived. They hadn’t  … contacted customer service who put a 6 day trace investigation on the order then they will refund. Just before Xmas … They suggested I ordered again - at my expense. Utterly useless.,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.8856}",-0.8856,Negative
"My experience has been horrible.  I ordered several items in November but never received them. I called customer service and they told me to wait 6 days while they “investigated” and  call them back.  After attempting to call several times (waited on hold for 35, 39 and 42 min before I gave up) i tried to use chat and had a couple of hundred people in front of me so no luck there.  I will be disputing the charges I will probably never order anything from their online site again unless I can pick it up in the store.","{'neg': 0.12, 'neu': 0.836, 'pos': 0.043, 'compound': -0.7803}",-0.7803,Negative
"This is a cautionary tale ~do not order online from lululemon.  I ordered an item a month ago that was not delivered.  Lululemon canceled the order, however I still haven’t received a refund.  I ordered online for a store pick up and they had no record of my order/payment when I attended to retrieve it in store, despite having proof of payment and confirmation of the order. To provide payment and receive nothing in return is theft; it seems as though this is common practice based on the numerous reviews with similar issues. Shockingly, the customer service received from their “educators” is nonexistent and there has been no attempt to improve it.","{'neg': 0.056, 'neu': 0.917, 'pos': 0.027, 'compound': -0.296}",-0.296,Negative
"Can’t get customer service on the phone, missing part of my order. Tried getting an “educator” on chat and had 322 people in front of me!!!  Im missing part of my order that I've been charged for!!!NEVER AGAIN","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.7482}",-0.7482,Negative
"Really bad. Sent item with a security tape attached. Told me to return it or go to store. No apology. I complained, they told me to cut out and they would send 25 voucher to apologise. Never received. Wrote back twice with case number and ignored (but get auto message asking me ‘how did we do’).Overpriced and useless customer service. Annoyingly bad.","{'neg': 0.258, 'neu': 0.643, 'pos': 0.098, 'compound': -0.9214}",-0.9214,Negative
"I buy lulu for Christmas presents for college age kids.  This year I spent over $1100.  I did not receive 1 item.  Wow.  I have spent 3 hours on hold.  Emails refused and on live chat for over 4 hours and dropped multiple times.  The wait time on chat is one hour and 47 minutes.  The price point of lulu merch demands an ounce of customer service.  After a two hour chat today…I was told a trace would be done and would take 4 days, and to call back in 4 days.  I told the person the time it took to get her…and frankly my time is too valuable.  I am returning every bit of that $1100 today.  I lost 8 hours on hold with this company only to be told to call back.  Lulu is not who they used to be.  Buyer beware in 2021.  I have screenshots of all of the chat today.","{'neg': 0.052, 'neu': 0.927, 'pos': 0.021, 'compound': -0.538}",-0.538,Negative
"I placed an online order in Canada. At first the date was to arrive earlier and then it changed to a later date. As well, the product was going to Illinois and then back to Ontario?I emailed Lululemon and tried calling but you're on hold far too long for Customer service to talk to you.Not only disappointing and disconcerting, but ridiculous.","{'neg': 0.116, 'neu': 0.86, 'pos': 0.024, 'compound': -0.7906}",-0.7906,Negative
"Horrible customer service!!!!!They advertised a discount for Front line workers, but the catch that you have to get hold of them to apply the discount. I tried to do that for a week, and when I finally was able to get hold for a customer service rep a lady named Hansa told me the offer was over. The lady admitted that due to change in their system no one could get hold of them, and refused to honour the discount. Shame on lululemon company for not honouring what they advertise!!!!","{'neg': 0.165, 'neu': 0.769, 'pos': 0.066, 'compound': -0.8705}",-0.8705,Negative
I just received my lululemon masks and 1 of the 3 is a different colour and is smaller than the other 2 The colour doesn’t bother me as much as the fit. It’s too small The masks are non refundable. I tried calling and was on hold for an entire hour with no answer. I tried the live chat and also nothing. This is by far the worst customer service ever,"{'neg': 0.122, 'neu': 0.843, 'pos': 0.035, 'compound': -0.7351}",-0.7351,Negative
"Absolutely awful experience when trying to get top altered at Eaton Centre Lululemon - when I was frustrated at being told something different about alterations, I spoke to the Manager, Melissa - and she really made me blow my top - very condescending and patronizing! where do they train these Managers!! I rarely use 4 letter words but she really bought out the worst in me! sometimes you get very good sales person who are very nice, but lately I've noticed it hasn't been great - and this Manager really was the last unpleasant straw!!!! I ended going to another store and returned both items, even though I meant to keep one of them.  Picked up Zella stuff from Nordstrom instead - what a difference in service!","{'neg': 0.144, 'neu': 0.774, 'pos': 0.082, 'compound': -0.8892}",-0.8892,Negative
"Absolutely horrible customer service! I placed a large order with them online, and the wrong address auto populated. I noticed immediately after the order was placed. Contacted them via email, chat, and tried to call multiple times. Immediately after the order was placed. I got zero response. Then, two days later, the order was shipped. They could have easily prevented this for my order that costed north of $300. And to top it off, I waited over an hour several times trying to call before amd after the packages were delivered. The regional me response I did get, was to take the issue up with fedex, however fedex replied that only the sender could stop the order from being delivered. I explained this in 3 emails BEFORE the order went out for delivery and got zero response. Now I am out $300 and could have bought way more at comparable companies such as TASC Performance which is big in my area. I’m extremely angry and frustrated. I will absolutely never give another dollar to a company that could not possibly care less about their customers. AWFUL","{'neg': 0.119, 'neu': 0.854, 'pos': 0.027, 'compound': -0.9623}",-0.9623,Negative
"Love their clothes and for me their shipping is very fast but their customer service is disgusting, I’ve tried for week to contact them through telephone through email and they don’t response and the only time they did response the person was on the phone and never spoke…","{'neg': 0.086, 'neu': 0.865, 'pos': 0.049, 'compound': -0.4588}",-0.4588,Negative
"Terrible clothes and terrible customer service, trying to get a refund where Royal Mail tracking says it’s delivered and they’re saying they didn’t receive it and it’s my problem. Zero interest in trying to resolve it and basically wash their hands of it. First and last time using this company. Do yourself a favour and don’t bother ordering anything with them. I wish I’d read the reviews before using them. I would have saved myself £100 and many wasted hours","{'neg': 0.153, 'neu': 0.698, 'pos': 0.148, 'compound': -0.128}",-0.128,Negative
"Terrible customer service. After 1 hour of wait on the phone for an ‘Educator’, she stated what she had to state about shipping and told me to call back after 5-7 business days and showed no willingness to listen and just hung up. I think they can do better…","{'neg': 0.103, 'neu': 0.856, 'pos': 0.041, 'compound': -0.4939}",-0.4939,Negative
"Appalling service - DO NOT BUY ONLINE. Delivery late, takes hours to get through on ‘instant chat’ and was refused the details of how to make a complaint being told “I had no reason to complain” - shocking service","{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8689}",-0.8689,Negative
"I bought a backpack and broke after 1 month, send the backpack back, I haven’t received any refund! The educators as they call the people on client service never gave me a solution, they keep saying to wait and waitI sent several emails with no responds","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.7394}",-0.7394,Negative
Crap delivery service,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative
"Was I Right or Was I Right 🤷‍♀️ Should have tried to make lemonade when u had a chance 🤣Complained to Lulu Lemon 🍋 Customer service 800 number about the white privilege & got total disregard by the management & employees alike @ customer service by the so called ‘Educators ‘ Hmmm 🤔 Educating your employees to be Racist? 😡What goes around , comes around ⭕️ That is called Karma ❣️Namaste Westlake Crocker Park Lulu Lemon , Ohio 🍋🇺🇸🍋You have my number, Call me when you need a real Educator, not jus a wannabe educator with a high school drop out degree  📱 ☎️ 📞Too bad your times up 🤲🏼Should have listened to a real PHD on human relations / corporate etiquette ,  when I came knocking @ your door 😢Live & Learn Educators @ Lulu Lemon 🍋Alas❣️ ""Oh, what a tangled web we weave, when first we practice to deceive!""","{'neg': 0.087, 'neu': 0.862, 'pos': 0.051, 'compound': -0.784}",-0.784,Negative
"Lululemon used to be reliable, consistent and easy to return or exchange. Product sizes are no longer consistent, returns are difficult in that you have to do a lot of leg work to get somewhere and sometimes, not; customer service levels have dropped considerably. Have to find a new place!","{'neg': 0.094, 'neu': 0.851, 'pos': 0.055, 'compound': -0.2714}",-0.2714,Negative
so bad.  waiting for an hour on the phone and chat.   with the prices they charge they should have good customer service.  Learn from zappos.,"{'neg': 0.128, 'neu': 0.775, 'pos': 0.098, 'compound': -0.2247}",-0.2247,Negative
"I was eager to try a new brand of running apparel... Lululemon isn’t best known for men’s running gear but I decided to take a plunge and give them go. My grey running shorts showed sweat marks after a short run, while I expect sweat the colour or material wasn’t compatible for this and I wondered how they came to produce these without noticing such a big design flaw. (The price is almost double that of my grey Nike running shorts and I have no problem with them.) I emailed customer services and was told I had to submit a returns request and someone would get back to me within 7 days. 16 days later after me messaging them numerously requesting an update I was told that they would not be accepting the return. This was contradictory to what it says on the returns note ‘if you are not happy with your product or your product doesn’t perform for you then you can return it’. After persisting and making a complaint they agreed to send me a discount off of my next purchase, and said I should receive an email within 48 hours. A few more emails were sent back and forth as I hadn’t received it and it finally arrived after a week!What a waste of time and a disappointing first experience, at the prices they are charging I would have expected better handling from their customer services. I would avoid them in the future and will not recommend them.","{'neg': 0.127, 'neu': 0.82, 'pos': 0.052, 'compound': -0.9695}",-0.9695,Negative
"I recently ordered a yoga mat from Lululemon, then a few days later received an automated email from them saying my order had been cancelled. No accurate details were given to me regarding the cancelled order. No apology or personal explanation at all. Extremely poor customer service.","{'neg': 0.231, 'neu': 0.745, 'pos': 0.024, 'compound': -0.8622}",-0.8622,Negative
"Worst customer service to date. Item lost - tracking shows it was delivered to an address in a different country. I had to initiate communication multiple times until I was finally offered for my order to be replaced, at that point my item was out of stock. I was then offered a refund which I now have to wait up to 10 days to receive. Ordered was placed April 17th for reference. #customerservicefail","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative
"I have been using my lululemon online account for years. My account was banned from paying by credit cards for online orders recently. I found that issue in April 2021 when I tried to place an order. I was able to pay with gift card and paypal but not any of my creditcards on file.  I contacted the customer service and got response. They say that I can only use one credit card in my account after sending them a statement showing my billing address for verification. They did verify my credit cards for me but still I am only to use ONE card on lululemon website. I have been asking the reason why they restricted my account many times, they NEVER answered my question directly!Another time I bought a pair of leggings from WMTM sale. I have the same leggings in the same fabric and same size. However, the waist of this pair of leggings are significantly smaller than the other one I own. I asked the GEC to return these leggings because of their sizing inconsistency. I person I chatted with online was very rude and refused to recreate a return. She even asked me why can't I resell these leggings?","{'neg': 0.072, 'neu': 0.875, 'pos': 0.052, 'compound': -0.6094}",-0.6094,Negative
"I've spent thousands at lulu over the years.  I thought I was buying quality of product and customer support behind it, I was wrong.  After spending $100 on a yoga mat that disintegrated into dust within a year, customer service called it normal wear and tear and refused any reconciliation of any form.  Last straw for me and this immoral company, not another dime.","{'neg': 0.132, 'neu': 0.827, 'pos': 0.041, 'compound': -0.7269}",-0.7269,Negative
"I received a pair of limited release pants as a gift and after wearing them twice there were two runs/holes in the back of the pants. It appeared as if it was a similar run you would get on a pair of pantyhose. The item was not worn when doing strenuous activity and they were washed properly so there was no reason that these runs would have appeared. When I reached out to customer service, I received responses like, ""Wow that really sucks,"" and ""Yeah, I totally get it,"" with no actual help or advice on what to do. When I was given information on how to file a damage report, they provided no space to actually explain what happened to the pants, just a multiple choice section to click on ""damage"" or ""tear at seams"" etc. After getting a quick response where the team shared that they are not responsible for natural wear and tear I again expressed that these are brand new pants. I was told that while they pride themselves on creating long-lasting gear, this is not a manufacturing issue and no return would be permitted. Apparently a hole can only appear in pants as a result of accidental damage and has nothing to do with how the item was made.Not sure if I can really agree with that, but one thing I do know is that with 100+ companies that make the same exact clothing, I can find the same if not better quality elsewhere.","{'neg': 0.081, 'neu': 0.841, 'pos': 0.078, 'compound': -0.1857}",-0.1857,Negative
"Bought my second pair of align leggings because I liked my first pair so much. The new pair started piling within a month and lululemon wouldn't do a thing about it. They told me since the fabric is delicate that it should be washed in cold water (which I do) and laid out to dry (which I also do). They offered no replacement or anything else. Unfortunately they have lost my business. Prior to this I have owned two pairs of their leggings which have held up really well where as this pair was not worth the 100 dollars especially when they look like they're 2 years old after a month of wear. Really disappointed in their customer service as well... Apparently everything is normal wear and tear. If your 100 dollar leggings can't hold up to a month of wear, they're not worth my money.","{'neg': 0.091, 'neu': 0.849, 'pos': 0.059, 'compound': -0.5764}",-0.5764,Negative
"Terrible product quality and customer service.My legging arrived with the stitching unravelling, and it took them two months to process the return and send me a return label. Once they received the legging, the company refused to refund me onto my card but offered me a gift card - why would I want to spend my money with them again, when it's their fault I returned the legging in the first place?I tried to contact them, but their customer service is appalling - it's frightening and so sad. I'm so disappointed. I wouldn't recommend you buy any of their products. I have another one of their leggings, and the quality is not good at all.","{'neg': 0.229, 'neu': 0.731, 'pos': 0.04, 'compound': -0.9771}",-0.9771,Negative
I bought some really Expensive Leggins and was advised what size to buy by the company. They fall down when I run and are completely unfit for purpose. They couldn’t of been more unhelpful when I asked to change them for a smaller size. Do not use this  company if you want a good product and any sort of customer services. I’m so disappointed.,"{'neg': 0.062, 'neu': 0.872, 'pos': 0.065, 'compound': -0.2002}",-0.2002,Negative
"Absolutely appalling service at lululemon, paid £70 for leggings which are damaged, seem all burst away and pull if threads in the thigh, asked for an exchange and was told the damages were caused by me so refusing an exchange or refund. Advised me to take item in store - it is a lockdown and no stores are open! Will never buy from here again.","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.9271}",-0.9271,Negative
"Lululemon Athletica is the worst for online Customer Service, their products are mis-represented for sizing and they are horrible to get a purchased product returned or exchanged. I will never again make a purchase from Lululemon Athletica! Absolutely the worst online Customer Service experience I’ve ever encountered. Please shop and make your purchases at a more reliable and trusted source.","{'neg': 0.175, 'neu': 0.743, 'pos': 0.082, 'compound': -0.8089}",-0.8089,Negative
"ordered an item but when it didn't arrive and I tracked the parcel I found they had labelled the package incorrectly leaving out the house number. When I contacted customer service they said it was too late for them to contact the courier and I would have to do it myself and it would take at least 4 days for them to send out again? I called UPS (which in my opinion I shouldn't have to, they should!) UPS said no problem, they changed the address and arranged delivery for next working day. Lululemon just didn't seem to care. I will not invest any more money with them. They're not cheap and I expect a better service. Ive worked for online sales and we would never have sent out a parcel with half an address!!","{'neg': 0.079, 'neu': 0.882, 'pos': 0.039, 'compound': -0.7482}",-0.7482,Negative
