Review,Sentiment Scores,Compound Score,Sentiment Label
"I have always been a huge fan of the products from Lululemon with half of my wardrobe stocked with things from them. However, unless you are shopping in store, in which case, the experience has always been pleasant, do not bother. Their online shopping experience has been the complete opposite of what you get in store, for a luxurious brand. As many people have mentioned, the customer service is atrocious - a waste of time and useless. All they do is respond with generic copied, pasted answers advising that orders are still within their delivery guidelines, and if it does not arrive by then, to get back in touch and you start the whole thing again. I had multiple emails sent to me mentioning a delivery was meant to happen between certain hours on the day, stayed in and nothing was delivered. The same thing happened the next day, and when I called UPS, they advised to get in touch with Lululemon but surprise - customer service was completely useless. Avoid any online orders if you can, unless you are not fussed about waiting for awhile, and getting spammed with emails on a delivery for that day, only to receive nothing.","{'neg': 0.053, 'neu': 0.892, 'pos': 0.055, 'compound': -0.3715}",-0.3715,Negative
"Very easy to reach the customer service team when I had an issue with my order, they were really helpful and responsive and patient with all my silly questions. Also the items themselves are so COMFORTABLE, definitely worth it!!","{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9657}",0.9657,Positive
"They advertise 25% discount for personal trainers,coaches, instructors, but then will do anything in their power to prevent you from getting verified by a 3rd party called Sheer ID. Emails to Lulu were not returned.To get qualified,I needed to provide 3 documents to get verified for a discount: 1- state ID ; 2-certificate of training; 3- proof of insurance as a trainer in the state where I live. I showed them documentation from a gvt website proving that you do not need insurance my state to be a coach/trainer. They said that was unacceptable with Lulu lemon to get a 25% discount. I then went on to purchase the $20 insurance for trainers in the state, even though it is not required by law, and sent the proof of insurance to them. now they're saying that I ""Have not proved that I am the owner of the business"" although I have a 1099 and am registered with the state with the business name under my name as the sole owner. They are truly incompetent and I question the level of education of the individual ""Danica L ""working at sheer ID.Edit: my mother in law started a running club a few years ago and had no requirements for insurance and got the 25% discount (indefinitely) with Lululemon through sheer ID and doesn't even run anymore! So to hold me accountable to provide innumerable documents for my business and ask me to get non required insurance for a clothing discount is insane !!","{'neg': 0.062, 'neu': 0.903, 'pos': 0.034, 'compound': -0.8328}",-0.8328,Negative
"No minus stars available but Lululemon deserves that. Useless website, useless customer service, just useless.","{'neg': 0.536, 'neu': 0.464, 'pos': 0.0, 'compound': -0.9136}",-0.9136,Negative
"Poor quality product snagged immediately. Been trying to get a refund for a month now. Cannot get a reply, keep asking for the same information I’ve already given, then waiting a week to reply to a message telling them I’ve already given them the information with another message requesting something different or doesn't exist. This company is an absolute joke, will not buy their products again.","{'neg': 0.048, 'neu': 0.918, 'pos': 0.034, 'compound': -0.2263}",-0.2263,Negative
"Did not deliver on the day that they stated at the time of the purchase, reached out to online chat, asking for a tracking number, and find out that the order wasn't even shipped after 4 days after placing it, I called to cancel since wasn't delivered on time for my friends birthday. The customer help refused to cancel. How about that? They did not ship for 4 days and when I called it was still not shipped but they can't cancel it? I know it's a successful business but I can only imagine how many more customers they would get if they operated correctly, cause I am NEVER coming back to shop there, and I am sure there a lot of people who are on the same page as me after such an experience","{'neg': 0.052, 'neu': 0.839, 'pos': 0.109, 'compound': 0.8253}",0.8253,Positive
I get unsolicited junk emails from LLL and there's no unsubscribe button in the email?  I email customer service and they tell me it will take thirty days to review my request???????  What's wrong with these people?,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.7399}",-0.7399,Negative
Still waiting for an order.They use UPS as a courier and they don’t even attempt to deliver my parcel to my home address. Just to a pick up point which is quite a distance from my home. Even when I arranged a redelivery the item was left at the pick up point. I’ve been told another 3-5 days to change the address on the order to delivery to my home. Which was the original delivery address in the first place! Very painful experience having to chase the order. Terrible experience.,"{'neg': 0.072, 'neu': 0.902, 'pos': 0.025, 'compound': -0.6468}",-0.6468,Negative
"We order surge joggers online with an in-store promo while at the store because they didn't have the size in stock.  We noticed that they entered the size incorrect after it processed.  When we asked to correct it, they said they couldn't do anything about it.  We would have to wait for the product to arrive at our home and return it but they can't guarantee they would have it in stock.  I tried chatting with an online representitive and recieve no help because they can only cancel orders within 60 min but can't reorder using a store promo!  what!  isn't this the same company","{'neg': 0.072, 'neu': 0.896, 'pos': 0.032, 'compound': -0.5337}",-0.5337,Negative
"Made an order and it was never picked up from the warehouse for delivery. I had to call them on two separate occasions to find out they have no idea what happens in the warehouse and was refunded and told that even if I reorder there's a good chance of the same thing happening again. They have probably the worst customer service of any company in the US that I've interacted with and no control over their own warehouses. I was dumb enough to make a second order only to be sent an email a few days later that one of my 2 items is out of stock and won't be arriving and that shipping was delayed up to 9 more days (that's assuming it ships this time). From the way the support lady spoke, they know perfectly well that they have huge problems but they just don't care","{'neg': 0.095, 'neu': 0.833, 'pos': 0.072, 'compound': -0.5487}",-0.5487,Negative
"Ordered two pairs of leggings online for £176 and order never received. Lululemon use UPS as their shipper and they say the address was incorrect because there was no house number, but we have a house name not number. The full correct address was provided.Lululemon are now refusing to provide a refund.","{'neg': 0.096, 'neu': 0.856, 'pos': 0.048, 'compound': -0.5499}",-0.5499,Negative
"Do  not purchase from this brand!  If you need a return, prepare to be on hold 30 minutes. Need a label, unlike other stores that do this instantly, or include labels with package, they have to forward it. One day later, you hv to call again!  And wait and waitThey hv anti-racist gimmick on phone; clothing is made in Cambodia!  Factories there fair labor?  The price of a fleece jacket - $118!  I  Ordered this because of gift Request. PS, you’ll hv to walk to post office.; or go to FedEx. Style and quality worth price - NO!  Go elsewhere, hopefully with brands hiring American workers.","{'neg': 0.027, 'neu': 0.872, 'pos': 0.101, 'compound': 0.7926}",0.7926,Positive
I am an upset customer they do make it difficult to return online so much so I just gave up but thank God I can still leave a review I am in my early 60x and  wanted to try out their line first I am disappointed in their inclusion where are the silver haired anyway in re to the long sleeve with stitching on outside as soon as it rubs against anything it pills so knapsacks beware overall it is not for me,"{'neg': 0.105, 'neu': 0.827, 'pos': 0.069, 'compound': -0.2732}",-0.2732,Negative
Expensive clothes but you pay for quality.  Would definitely continue to buy.,"{'neg': 0.106, 'neu': 0.66, 'pos': 0.234, 'compound': 0.4497}",0.4497,Positive
"Terrible customer service, very slow, very unhelpful. Takes them weeks, literally, to respond. Other companies are somehow able to resolve issues quickly and efficiently, but not Lulu Lemon.","{'neg': 0.067, 'neu': 0.814, 'pos': 0.119, 'compound': 0.1531}",0.1531,Positive
The worst possible customer support and terrible website & stock management. They will take your order and cancel it randomly without any explanation. Yet they show the same item in stock. I think they are making money with this ridiculous system or lack there of. Be very careful!,"{'neg': 0.252, 'neu': 0.669, 'pos': 0.079, 'compound': -0.8771}",-0.8771,Negative
Their sweaters and pants are the best in fashion for the price-point. Their clothes are not just comfortable but can be worn with many different outfits and styles.,"{'neg': 0.144, 'neu': 0.775, 'pos': 0.081, 'compound': -0.2619}",-0.2619,Negative
"I bought a pair of WUNDER TRAIN HIGH-RISE TIGHT  on  August 10th. I put them on for the 1st time today. The middle seam is unravelling, makes you wonder about the quality control. Waited 15 minutes for a Lululemon customer service agent (Tina) who asked if I the tags were still on, (I am not in the habit of wearing tags on my clothes!!!). She advised I would need to fill in a form for a defective item and then the review team would “reach out” to me in approximately 14 days with their decision as to how to move forward.  This is totally unacceptable since they are the ones that lack quality control which is non existent.I will hesitate to purchase from them again and take my $600.00 that I normally spend with them yearly and purchase from a different retailer.","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.8877}",-0.8877,Negative
"Night and day since I last made a purchase. I bought the Fast & Free leggings in the same size I always wear (6), and when I place them next to my same Lululemon leggings from 2+ years ago, they look like so small they could be sized for an 8 year old. Truly unbelievable. Not all good companies are destroyed by greed, but I am highly disappointed to see Lululemon joining that list. I’m not excited about any of their products anymore. I feel like I could be shopping on any discount rack anywhere and see the same items. Quality has completely disappeared, and the prices are as high as they ever have been.","{'neg': 0.13, 'neu': 0.783, 'pos': 0.087, 'compound': -0.7258}",-0.7258,Negative
"They used to be good....A few years ago I bought their leggings, but this last pair I bought was garbage. They fell apart almost immediately and when I contacted customer service, they didn't seem to care at all.I think I'll have to switch brands.","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.5334}",-0.5334,Negative
"Do not shop with Lululemon, especially from the UK. Incredibly poor customer service and shipping/refund practices. Could not trace an order delivered to the wrong address for 4 working days minimum when most companies can trace their shipping within minutes. When I asked about making a complaint I was told someone would contact me by email in 1-3 days. I was not offered a refund or replacement and will not be offered any resolution for 4 days. Slow and chaotic service. Not worth ordering from them if anything goes wrong.","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.9399}",-0.9399,Negative
"Just made my first purchase on Lululemon, so not had to go through customer service for anything as of yet. But it came way quicker than I was expecting and was so perfect I immediately bought another skirt in a different colour! The skirt I bought is gorgeous and floaty and I don’t really plan to wear it for sports other than the occasional pole dance lesson, but it will serve me perfectly as an everyday, comfy stretchy skirt! It’s quite pricy but the material seems good, well made and flattering. The only thing I will say is I struggled to work out which size I should be getting. On their store they ask for your US size but the sizing assistant they have tells you your UK size and i got it from the UK store — I was a bit unsure what to go for as I’m usually a size 6 - 10, (though I’m currently more on the size 10 side of things with my weight fluctuation), which would be size 2 - 6 in US. I ended up going with a 6 as that was the middle ground, and it ended up fitting perfectly!","{'neg': 0.027, 'neu': 0.809, 'pos': 0.164, 'compound': 0.9866}",0.9866,Positive
I purchased about 2 months ago a pair of their high rise shorts. Always bought Lulu because of the quality. I have a pair of the same shorts that lasted 5 years. That’s why I didn’t have a problem spending $70 for a new pair. Well the draw string in the front became undone and was impossible for me to fix as I would have. I notified the company getting different reps and it seems like they did not care about the defect. I usually do not write reviews but I am pissed about thisSeemed that their quality is no longer great😡,"{'neg': 0.141, 'neu': 0.826, 'pos': 0.033, 'compound': -0.8925}",-0.8925,Negative
"I have spent a lot of money over the years at Lululemon.  My teenage daughter recently received two eGift cards at two separate times.  When she went to spend them, both are showing a balance of 0. I called the ""customer education service"" number and was quickly and immediately told it must have been her email that was compromised, as Lululemon has a secure site and gift cards are essentially treated as cash.  The representative was able to tell me the date the gift cards were redeemed, and where the merchandise was sent.  One was a location in Guilford Towne Centre, Canada and the other New York, NY ( I am not geographically close to either of those places).  I have a hard time believing that my teenage daughter's two SEPARATE email accounts just happened to be compromised for a two $50 Egift cards, and no other gift cards from other retailers were?  Did the same hacker just magically access two separate email accounts in opposing months, targeting teens who had a Lululemon gift card on their otherwise unappealing accounts?  Since someone in Canada used one, is it possible you have an internal problem with theft?  At the very least, it does seem as though this is an internal issue with security on Lululemon's part, and they have failed to address it based on the multiple reports I have read that date back over two years now.  Even customers who deposit gift cards onto their personal app have been compromised, so it does not stop with digital gifting.  A company that sees profits such as Lululemon should have security as a top priority.  An easy solution, and one any IT department should be able to handle, is a one-email verification.  If you cannot sign in with the email the gift card was assigned to, that eliminates a huge deal of digital theft that is occurring.  I was given a very snarky, repetitive and canned response from the representative-it is evident they see this quite a bit and have rehearsed what to say.  ""I'm sure you feel frustrated"" doesn't provide a solution that your company has been aware of for years.  This lack of security and customer support, coupled with declining quality of merchandise is enough to lose my business to the other competitors who are doing it right.","{'neg': 0.049, 'neu': 0.823, 'pos': 0.128, 'compound': 0.9804}",0.9804,Positive
"Terrible customer service. I returned a package with 3 items, which was apparently received empty. Lululemon refused to refund or instruct an investigation through the shipping company (UPS). UPS told me that Lululemon are their customer, and Lululemon would have to instruct and cooperate with them during the investigation. I have CCTV evidence of the package being full when my partner dropped it at the desk of the UPS parcel shop, but Lululemon are acting like I have intentionally returned an empty package. A customer service agent hung up on me and told me not to contact them again the last time that I called for an update, and since then they have stopped responding to emails requesting external dispute resolution.  It is my understanding that they should have refunded and then sought compensation from UPS, if indeed the package was actually empty upon receipt, as they claim.","{'neg': 0.101, 'neu': 0.877, 'pos': 0.021, 'compound': -0.8442}",-0.8442,Negative
"I'm happy shipping is free, but come on, 4 business days and my parcel hasn't moved! Seems like very slow shipping within Canada.... Adidas, Under Armour etc all delivered within days. That includes shipping from BC to Toronto.","{'neg': 0.064, 'neu': 0.82, 'pos': 0.116, 'compound': 0.2794}",0.2794,Positive
"Disgusting customer service! I have purchased some leggings that I’ve returned. It was not how it was described and I didn’t like it. I’ve requested a return label which they sent me and I sent it back all in order.. They’ve sent me a notification with tracking number and a message that the return has  been received and they will issue a refund. Ok that was a month ago. I’ve reached out and they said they have no record of my return. I’ve provided to them all the information they asked for including screenshots of all the proof of them sending me RTA numbers, they receiving my return, yet they keep coming back to me to asking the for the same info. Shame on them! Trying to steal $98 from a customer that had purchased probably tens of thousands of $ worth of goods through the years from them.They call their customer service Customer Educators, they need to be educated themselves of how to service customers. They should be a shamed of their self’s.","{'neg': 0.09, 'neu': 0.858, 'pos': 0.052, 'compound': -0.8684}",-0.8684,Negative
"Great quality clothes that last forever. Their running range in particular is really well designed and I have leggings (fast and frees) which I’ve owned for years, worn so many times and they look just as good now as the day I bought them. Worth the money.","{'neg': 0.041, 'neu': 0.748, 'pos': 0.211, 'compound': 0.8439}",0.8439,Positive
"Horrible Horrible, order a purseNever received it, they keepTelling a Date than move it upA week, they don't want to giveYour money back. They don'tHave the merchandise. ThereBusines in Pasadena is doing poor. Don't order in this store,","{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.884}",-0.884,Negative
Purchased yoga pants online which stretched within a few weeks. Made a claim and no decision from Lululemon after 3 months. The want to inspect the pants but it's a long drive away. Poor quality items. Don't recommend.,"{'neg': 0.213, 'neu': 0.758, 'pos': 0.029, 'compound': -0.8055}",-0.8055,Negative
"Purchased running shorts online which stretched within a few weeks. 3 months of ""customer service"" and no decision from Lululemon except to say I have to go in-store - nearest store is a 3 hour drive away. Worst customer service ever and poor quality items. Don't bother buying.","{'neg': 0.19, 'neu': 0.769, 'pos': 0.041, 'compound': -0.8108}",-0.8108,Negative
"Awful customer service. I wrote a review on their website regarding their bra top and was told someone would get back to me on a refund. I received an initial email asking for my order details and I emailed them back twice with all the info and never heard back. I gave up, they obviously only care about how their response looks to other customers on their site, but afterwards they couldn’t care less. I will never purchase from this company again.","{'neg': 0.025, 'neu': 0.879, 'pos': 0.097, 'compound': 0.7003}",0.7003,Positive
"One of the worst after sale service I have ever experienced.Bought a bag which did cost almost 150€ ,after 2 months the bag zip started to get damaged and with time got much bigger and clearly was a manufacture defect.Went there after a year and few months to buy a short and asked the guy behind the counter about the bag and he asked me to bring it and that he’ll find a solution for me.Went there the next day with the bag ,at first the girl told that the bag has only two years of warranty ,I told her still a few months till it’s 2 years.Then she asked me to wait for her colleague and she told me that I had to come within 6 months of the purchase date ,I told her that I’ve just told that the warranty two years and then she said yeah but it’s too late now ,we don’t have the same product any more and she advices me to contact the company online and that they most probably they’ll send me to the shop again ,but I have to tell them that I’ve been  in the shop already so like she’s telling me don’t come back to us even if they send you to us again.At the end of the conversation ,and after 5 tries of sending me back home with the broken bag, I was told that the bag zip is not included anyway in the warranty by law.!!!!So annoying that ,when you want to buy the products you’ll be welcomed ,but when you come back for a reclamation they’ll try to find any reason to no reclaim you.I see no difference so far from the fast fashion companies regarding service.Never again…..!!!","{'neg': 0.064, 'neu': 0.889, 'pos': 0.047, 'compound': -0.7879}",-0.7879,Negative
"Horrible customer service. My online purchase was cancelled after 5 days with no explanation.  Whats more crazy is the fact that I received an email from them announcing that my item was ready to be shipped out?! And to expect a confirmation email with a tracking code.  How was it ready to be shipped out even if it wasnt in stock? So i email them for clarifications? A week later I receive an email to say the item was not in stock.  No “we are sorry” no apology even, nothing, so rude and dissmisive.  A day later they send me an email asking for a copy of my card and a bank statement with the address showing for future purchases _I_  I do not recommend anyone to purchase their items online. Better go to a store. They have garbage reps behind computers who dont know the first thing about communicating with customers.","{'neg': 0.099, 'neu': 0.812, 'pos': 0.089, 'compound': -0.3455}",-0.3455,Negative
"For an expensive retailer, they really need to invest in a better courier. Two orders have been lost by UPS without even attempting delivery.","{'neg': 0.088, 'neu': 0.802, 'pos': 0.111, 'compound': 0.1531}",0.1531,Positive
"If I could give a 0 I would. I placed an order online on 31/5 by 10th June I had still not received it . Tracking showed it had been returned to sender.Tried to contact them via their live chat button which doesn't work and no reply, so I called customer service . Spoke to Hayley who advised that for a refund it would be 3- 5 working days to be processed in their warehouse then a further 3-10 days  to obtain a refund. So essentially a MONTH since I purchased online to receive a refund. I tried to explain what a poor customer experience this was but there was absolutely no interest or apology from the robotic call handler who didn't even have the courtesy to say goodbye at the end of my call preferring to just hang up. Even to raise a complaint takes 2-3 days as their protocols - a word used consistently and frequently during the call are what they are regardless of the customer ease or experience. They train their shop staff really well but sadly not their call handlers and customer service staff.","{'neg': 0.048, 'neu': 0.849, 'pos': 0.103, 'compound': 0.8457}",0.8457,Positive
"I was wearing an older pair of Lululemon while rollerblading. I wiped out, got road rash on my leg pretty big too  and knee. But Lululemon survived! I was really impressed! Bouth  them 8+years ago","{'neg': 0.044, 'neu': 0.674, 'pos': 0.282, 'compound': 0.8973}",0.8973,Positive
The store personnel are always helpful and friendly. The store is inviting and easy to find what you need. Downside is that stores have limited merch and I mostly have to buy online. The clothing lasts for years but they tend to repeat styles year to year. Another negative is that they seem to be gearing their clothes toward teens.,"{'neg': 0.118, 'neu': 0.769, 'pos': 0.112, 'compound': -0.34}",-0.34,Negative
"Placed an order online and received a notification that it would ship in separate packages. After a couple of weeks, I still hadn't received the full order. I tried to reach out to customer service but their online messaging and phone lines were ""down for upgrades"". By the time I could reach them, they said they couldn't help me because it had been over 30 days since the item had been received.1) the item was never received, so couldnt be over 30 days2) I tried several times to reach out earlier and could not get throughTheir products are already expensive, and apparently they may never arrive - order online at your own risk.Never got my money back, or the item I ordered and PAID FOR.","{'neg': 0.024, 'neu': 0.948, 'pos': 0.028, 'compound': -0.3689}",-0.3689,Negative
Always heard people talk about this brand so finally bought 2 things. One was over $100/ I hated the fit and it in general it was awful (returned)  Second thing was $80 shorts and they were aight just avenge. Expensive for not great quality and not great fit way over hyped,"{'neg': 0.223, 'neu': 0.696, 'pos': 0.081, 'compound': -0.8686}",-0.8686,Negative
Horrible customer service terrible quality.,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.765}",-0.765,Negative
Horrible!! I ordered cloths from the lululemonturkey. They charged me money but I did not get neither money back nor cloths and they don’t respond to my emails!!!,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5883}",-0.5883,Negative
"I bought their Pace Breaker Lined Shorts for playing squash, but the inside liner was very tight and uncomfortable. I normally use large, or medium in some cases, and bought large to make sure. I tried exchanging them but as the tag had been removed they refused. Not impressed given the brand and cost.","{'neg': 0.165, 'neu': 0.763, 'pos': 0.072, 'compound': -0.7633}",-0.7633,Negative
"Was at the Kingston store. 1st time going. I live 5 hours away from any lululemon. Was not informed of the military discount. Tried the chat, they don’t care. Won’t shop again","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.4939}",0.4939,Positive
I have never had a bad experience in store shopping at Lululemon or even after ordering items online. The in store staff are always so helpful and friendly and same with the customer service reps/educators online and via telephone. I love this company and will continue to buy from them onwards.,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.9341}",0.9341,Positive
"Ordered leggings for my granddaughter. Arrival date came and went, no pants. Sent several emails asking status. Canned responses with no action. 2 weeks later they finally send a brief email that they made an error in shipping and are refunding my card.  Still no pants. Terrible customer service.","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.886}",-0.886,Negative
"I buy all my yoga clothes here  - i love them for sweaty hot yoga - clothes is what this place has got down. Yoga gear like mats, props I go to yoga hustle.","{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7717}",0.7717,Positive
"Terrible customer experience. I have ordered one time from Lululemon and the package was not received by me. The tracking from the carrier shows as delivered, but it was never received by me. I did not sign the delivery slip nor provided an ID number for the delivery. I have tried to make them aware of the situation so that they can followup with the carrier and request an inquiry, but they just don't care and claim that I should just follow up with my bank. My bank has reached out to them, and they keep insisting that the package was delivered. So I am left without my purchase and without my money. The customer service is just oblivious to the situation, and they keep insisting that it is my problem. Excuse me?? You have FAILED to fulfil the terms of the agreement. YOU never delivered the package to me. I don't know who you gave the package to, but most definitely was not me. It is really aggravating and infuriating that I am just without any alternative to contest this situation. Please, do not purchase from this seller. I wish I would have visited this website prior to buying from this seller and spending my hard earned money. Do not make the same mistake i made.","{'neg': 0.117, 'neu': 0.803, 'pos': 0.081, 'compound': -0.8909}",-0.8909,Negative
"To date, I have placed three orders. Every order has gone wrong. My first order came with security tags attached. It’s a very common problem for security tags to come attached to orders, apparently. I am a remote person without a car. I can’t just go into a store and I think it’s crazy that they expect people to do that. I received a $30 gift card for my trouble and decided to remove the tag from my $100 bra myself which now has a huge hole in the side. I chalked it up to bad luck and decided to try again.My second order I placed stayed “processing” for 10 days. I finally called and they said that it had never been touched. Yet again, another $30 gift card was given. THEY DO NOT STACK.Here’s the kicker…On clothing that is around $100 per piece, $30 really isn’t going to do much. This is 100% a sales tactic and means of accepting poor order fulfillment/service as part of their company culture, while still getting customers to spend with them. They’ll give you $30 all day long. But they don’t stack and you can’t actually buy anything with it, unless you pay them more.I waited for 10 days for the funds to return on my card, then I placed another order. Today, I found two holds — but I had only placed one new order. After an hour with customer service today, we finally found they had re-tried my card after the fact, and still never shipped my order. This added an additional 3-10 days on the funds holding clock. I have now waited 18 days and still have not been returned my money from the order I placed. They literally can’t give me my money back, either. I just have to wait. Because it’s a hold and not a charge.NEVER ordering from this company again.","{'neg': 0.045, 'neu': 0.913, 'pos': 0.042, 'compound': -0.1875}",-0.1875,Negative
nice products,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
"I have clothes from 2014 from here that are still in good condition. However, every purchase I have had in the last 5 years has fallen apart after a single year, if they even last that long. The clothes are not worth the price anymore. They reduced quality and overcharge.","{'neg': 0.083, 'neu': 0.859, 'pos': 0.058, 'compound': -0.0685}",-0.0685,Negative
"Positives: love the sports bras, great quality. In-store service is really good (Cambridge), selection of products is good. Negatives: ordering online is a mixed bag, they only use UPS (UK) who are the worst courier in my experience. Their customer service was responsive, but they weren't helpful. Still waiting for my item to arrive...","{'neg': 0.087, 'neu': 0.705, 'pos': 0.208, 'compound': 0.6951}",0.6951,Positive
I've had nothing but GREAT experiences with them. Great customer service and great clothing. I will continue buying from them if this continues.,"{'neg': 0.148, 'neu': 0.534, 'pos': 0.318, 'compound': 0.7932}",0.7932,Positive
"Beautiful premium products with awful customer service.  They lost a product of mine in the post, had my money but told me it would take 6 days to investigate!! then said they would not refund me or send out another item.  I could not believe their attitude. I asked to speak to someone, they said it would take 24-48 hours, you can guess that this never happened.  I contacted them on day 3 and 5 to find out what was going on.  I was told on day 5 that the product was lost and I would get a refund, there was no interest in my complaint, they did not offer a goodwill gesture, nothing.  I will NOT be buying from them again.  Lululemon you need to sort out your appalling service.","{'neg': 0.121, 'neu': 0.83, 'pos': 0.049, 'compound': -0.8217}",-0.8217,Negative
"Ugh. Never buy from the ""we made too much"" section, because apparently it is not returnable and you will want to. Overrated. Sometimes they make a good thing, but I'd rather get anything I could get at Lululemon at Pink instead for half the price and same quality.","{'neg': 0.04, 'neu': 0.896, 'pos': 0.065, 'compound': 0.0516}",0.0516,Positive
Great products. Awesome service. How can you deny their ability to “sell” in the retail stores. They do it the right way. And their products are fantastic. All the haters saying the clothes are too expensive. They can just keep shopping at wal mart.,"{'neg': 0.097, 'neu': 0.659, 'pos': 0.244, 'compound': 0.8591}",0.8591,Positive
"worst customer service and delivery service! every single time i order online lululemon for some reason they pass on the wrong address even though they have the correct address on there system. i wait home for a package that never arrives! this is not a one off miss take and it’s extremely frustrating.   DO NOT ORDER ONLINE! but also don’t bother look for stock in store, that’s a mission in itself","{'neg': 0.146, 'neu': 0.837, 'pos': 0.017, 'compound': -0.8573}",-0.8573,Negative
"I placed an order that said it was delivered through my shop app, lululemon and fedex. I spoke to multiple educators through phone calls and live chat, and no action was taken. I am giving them a 5 star review because, I just spoke to Nicky who fast tracked a trace on my order, although all other educators I had spoken to said they were starting a trace on my order, and there wasn't one to be found. Not only did Nicky fast track this, but he also gave me a $30 e-Gift Card. He was the most helpful and productive educator that I spoke to and the only reason I am leaving a 5 star review.","{'neg': 0.015, 'neu': 0.931, 'pos': 0.054, 'compound': 0.6416}",0.6416,Positive
"Best womens Activewear bar none!  I tend to come here to make sure unknown company's dont have bad reports. Decided to check on my favorite company and was shocked to read the rating.  So figured not enough come here to praise, just complain.  This company is fantastic. My kid is D1 power 5 athlete.  She works out 5days a week and loves these!  Bras, shorts. Leggings.  Hair ties.   All of it stays in place and no slipping on runs, agility work, floor work, batting......all of it.  AND if material wears, snags or slips... they replace absolutely free!!!  The money by far matches their quality.  Amazing!!!","{'neg': 0.054, 'neu': 0.699, 'pos': 0.247, 'compound': 0.9795}",0.9795,Positive
Fit as expected,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,Positive
Really disappointed with the amount of plastic that my products came wrapped in - they do NOT need individual plastic bags - so much for having a sustainability strategy,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
Took quite a while to come.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
The align and align with pockects are buttery soft. It’s a shame no one a size 0-6 /28 length can buy them due the fact that align and align with pockects are impossible to get. for the past 6months out of stock! Ridiculous. If your going to advertise a product have it in stock. Or take it down of the app. Stop advertising leggings you have not had in stock for over 6months!,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.8619}",-0.8619,Negative
"I’m not the type of person to leave negative feedback, but I experienced an extreme level of abuse and racism by the security member at the lululemon store on Grafton street on December 31st 2021.  I have never in my life experienced this type of behaviour.  I was in the Lululemon store on Grafton street on New Year’s Eve.  I  tried on a couple of items and decided on my purchases at the fitting rooms, I quickly pulled down my mask to sip out of my coffee before heading to the checkout.  Out of nowhere, the security guard approached me with a serious  attitude telling me to pull up my mask down and not to drink my coffee in the store.  I understand when there are store policies entirely and would respect them but the way he approached me so aggressively  was completely out of order.He was very full on and I was in shock by his tone of voice and manner for a simple mistake.  I couldn’t believe what had just happened . Initially I was shocked but then I came to my senses & I went over to him to let him know that that’s not an acceptable way to speak to your customers.  There is  a respectable way of asking someone not to drink coffee in-store and to pull up the mask.  He then proceeded to abuse me further at the lulu lemon store entrance, he said  that I was the issue and not him and that he worked most of his life and ""people like me"" don’t even know what work is (I have 2 jobs)  he proceeded to shout that I was the problem. I doubt I am the only customer he has had in store who put their mask down for a moment and i would hope that this isn't how he treats other customers on a daily basis.   Lulu lemon your security guard  then called me a ""Fu…. Bit.."" , do you think that this is acceptable ? I have shopped in lulu lemon for years and never experienced this type of disgusting behaviour in my life. I walked away from that man and i asked one of the staff members to speak to a manager about this behaviour.  The manager did apologise, I was very distraught at this stage by how I was just  treated so i left my shopping and decided to leave the store.As I walked out the door, this man' followed me onto Grafton street while  shouting at me. Lululemon, I’m very disappointed that you employ such racist bullys, and I will never set foot in your store again and I would like to have some feedback as to the action that will be taken for this incident.","{'neg': 0.139, 'neu': 0.797, 'pos': 0.064, 'compound': -0.99}",-0.99,Negative
"I bought 4 lululemon no-sew/ no-show panties because I don’t want my pantie lines to show when I wear leggings. But it did exactly that. All panties have sewing lines and show more than my regular laces panties. Why did I pay 3x more expensive for panties that doesn’t do what it is intended to do. And since panties are final sale items, with good reasons, I cannot return them. Such a waste of money.","{'neg': 0.071, 'neu': 0.861, 'pos': 0.067, 'compound': -0.0772}",-0.0772,Negative
AMAZING SERVICE,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,Positive
